"Date","Price","Open","High","Low","Vol.","Change %"
"May 30, 2016","167.42","168.20","168.22","167.16","12.97K","-0.59%"
"May 27, 2016","168.42","168.58","169.40","167.96","31.46K","-0.06%"
"May 26, 2016","168.52","168.14","168.82","167.50","29.80K","0.15%"
"May 25, 2016","168.26","167.10","168.40","166.12","47.71K","0.73%"
"May 24, 2016","167.04","167.48","167.78","166.78","35.75K","0.06%"
"May 23, 2016","166.94","167.64","168.48","166.74","35.29K","-0.27%"
"May 20, 2016","167.40","167.76","168.08","166.94","23.85K","-0.21%"
"May 19, 2016","167.76","166.66","167.98","166.10","35.04K","0.17%"
"May 18, 2016","167.48","168.22","168.52","166.52","40.60K","-0.89%"
"May 17, 2016","168.98","168.14","169.04","167.30","32.58K","0.36%"
"May 16, 2016","168.38","169.22","169.34","167.92","20.13K","-0.39%"
"May 13, 2016","169.04","168.30","169.40","167.84","32.64K","0.65%"
"May 12, 2016","167.94","169.20","170.08","167.34","46.29K","-0.65%"
"May 11, 2016","169.04","169.42","169.50","168.58","41.66K","-0.28%"
"May 10, 2016","169.52","169.18","170.28","168.38","41.75K","0.26%"
"May 09, 2016","169.08","168.10","169.40","167.72","30.01K","0.36%"
"May 06, 2016","168.48","168.76","169.08","167.48","31.32K","0.51%"
"May 05, 2016","167.62","166.50","168.82","165.64","20.89K","0.77%"
"May 04, 2016","166.34","166.52","166.98","165.66","36.16K","-0.22%"
"May 03, 2016","166.70","164.44","166.98","164.04","44.41K","1.53%"
"May 02, 2016","164.18","163.76","165.22","163.56","20.45K","0.43%"
"Apr 29, 2016","163.48","164.20","164.86","162.58","52.58K","-0.38%"
"Apr 28, 2016","164.10","163.80","165.16","163.46","52.77K","0.72%"
"Apr 27, 2016","162.92","163.22","163.64","162.14","43.82K","-0.24%"
"Apr 26, 2016","163.32","164.32","164.62","162.86","40.64K","-0.52%"
"Apr 25, 2016","164.18","165.46","165.60","163.42","42.37K","-0.65%"
"Apr 22, 2016","165.26","166.00","166.46","164.96","29.08K","-0.36%"
"Apr 21, 2016","165.86","167.68","167.78","165.34","52.86K","-1.65%"
"Apr 20, 2016","168.64","168.16","168.80","167.44","30.90K","0.75%"
"Apr 19, 2016","167.38","168.20","168.42","167.16","37.86K","-0.65%"
"Apr 18, 2016","168.48","169.90","170.18","168.06","30.24K","-0.53%"
"Apr 15, 2016","169.38","168.20","169.64","167.98","22.94K","0.59%"
"Apr 14, 2016","168.38","169.22","169.78","167.38","35.17K","-0.30%"
